season,match_id,match_name,home_team,away_team,venue,city,country,current_innings,innings_id,name,fullName,runs,ballsFaced,minutes,fours,sixes,strikeRate,captain,isNotOut,runningScore,runningOver,shortText,commentary,link
2024.0,1422130,GT v SRH,GT,SRH,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,SRH,1,PJ Cummins,Pat Cummins,2,2,3,0,0,100.00,True,True,{},,not out,,
2024.0,1422130,GT v SRH,GT,SRH,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,WP Saha,Wriddhiman Saha,25,13,18,1,2,192.30,False,False,"{'wickets': 1, 'runs': 36}",4.1,c Cummins b Shahbaz Ahmed,"<strong>Change of ends works for Shahbaz</strong>. He went fuller side of length, 89ks, at the stumps. Saha lunged forward but had to reach too far forward as he tried to lift it over midwicket. Having to do it on the up didn't help. Ends up spooning it.",
2024.0,1422130,GT v SRH,GT,SRH,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,Shubman Gill,Shubman Gill,36,28,39,2,1,128.57,True,False,"{'wickets': 2, 'runs': 74}",9.1,c Abdul Samad b Markande,"<strong>Gill holes out to long-on</strong>. Mistake in execution cos the ball was in his slot. Slow on leg, 89ks, he danced down and probably got too close to the pitch. Maybe he wanted to go wider. Markande and SRH will take that with both hands",
2024.0,1422130,GT v SRH,GT,SRH,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,B Sai Sudharsan,Sai Sudharsan,45,36,49,4,1,125.00,False,False,"{'wickets': 3, 'runs': 138}",16.1,c Abhishek Sharma b Cummins,"<strong>Pulled, holes out to deep midwicket</strong>. Was a length ball that was hit from deep in the crease, Sudharsan tried to clear Abhishek but a sliding catch was taken in the end",
2024.0,1422130,GT v SRH,GT,SRH,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,DA Miller,David Miller,44,27,45,4,2,162.96,False,True,{},,not out,,
2024.0,1422130,GT v SRH,GT,SRH,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,GT,2,V Shankar,Vijay Shankar,14,11,14,2,0,127.27,False,True,{},,not out,,
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,DC,1,PP Shaw,Prithvi Shaw,43,27,53,4,2,159.25,False,False,"{'wickets': 2, 'runs': 103}",10.4,c &dagger;Dhoni b Jadeja,length outside off. Shaw goes for the cut but gets only an outside edge and Dhoni makes no mistake,
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,DC,1,DA Warner,David Warner,52,35,47,5,3,148.57,False,False,"{'wickets': 1, 'runs': 93}",9.3,c Pathirana b Mustafizur Rahman,"<b>what a catch!</b> Slower one, full on the stumps. Warner goes for the reverse scoop and hits it alright but Pathirana jumps to his right and grabs it mid-air and one-handed",
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,DC,1,RR Pant,Rishabh Pant,51,32,44,4,3,159.37,True,False,"{'wickets': 5, 'runs': 178}",18.5,c Gaikwad b Pathirana,"full outside off. Pant goes aerial but ends up slicing it as the bottom hands comes off. It goes miles in the air and Ruturaj Gaikwad, who was settling under it at long-off, had to dive to his left to pouch it",
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,DC,1,MR Marsh,Mitchell Marsh,18,12,17,2,1,150.00,False,False,"{'wickets': 3, 'runs': 134}",14.4, b Pathirana,<b>150.4kph and the middle stump is out of the ground.</b> An excellent yorker that moves in a touch to beat Marsh's bat and rattle the woodwork,
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,DC,1,T Stubbs,Tristan Stubbs,0,2,1,0,0,0.00,False,False,"{'wickets': 4, 'runs': 134}",14.6, b Pathirana,"<b>off stump is flat on the ground this time</b>. Another searing yorker, at 149kph. Stubbs had no clue as the ball crashed into the off and middle stumps",
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,DC,1,AR Patel,Axar Patel,7,8,27,0,0,87.50,False,True,{},,not out,,
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,DC,1,Abishek Porel,Abishek Porel,9,6,7,1,0,150.00,False,True,{},,not out,,
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,CSK,2,RD Gaikwad,Ruturaj Gaikwad,1,2,5,0,0,50.00,True,False,"{'wickets': 1, 'runs': 3}",0.6,c &dagger;Pant b Ahmed,"<b>seams back in, nicked behind!</b> The extra ball in the over brings a wicket, and it is CSK captain Gaikwad to fall. Expansive drive to a length ball but it only succeeded in feathering an inside edge through to Pant. Khaleel gets a big early breakthrough for DC",
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,CSK,2,R Ravindra,Rachin Ravindra,2,12,15,0,0,16.66,False,False,"{'wickets': 2, 'runs': 7}",2.5,c Stubbs b Ahmed,"<b>short, this time he connects... and a mishit  to mid-on ends Ravindra's stay!</b> That had been coming, second wicket for Khaleel. It was all yellow for Ravindra, but not in the good way. Couldn't get his rhythm and then finally chips a pull straight up. There were two fielders competing to take the catch but in the end Stubbs makes it safe with a tumbling effort running across from mid-off",
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,CSK,2,AM Rahane,Ajinkya Rahane,45,30,64,5,2,150.00,False,False,"{'wickets': 4, 'runs': 102}",13.3,c Warner b Mukesh Kumar,"<b>plinked to long-on, Mukesh strikes!</b> Perfectly executed slower ball and Rahane holes out. Just a little offcutter wide of the stumps and there was no pace for the batter to work with looking to go down the ground. Safely pouched several yards in from the rope. DC tightening their grip",
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,CSK,2,DJ Mitchell,Daryl Mitchell,34,26,36,1,2,130.76,False,False,"{'wickets': 3, 'runs': 75}",10.2,c &amp; b Patel,"<b>driven... straight back into the buckets!</b> Axar stoops to his left and scoops up the catch, makes the breakthrough for DC. Mitchell hit that pretty well but couldn't keep on top of the bounce. Axar turns and spreads his arms wide to take the acclaim",
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,CSK,2,S Dube,Shivam Dube,18,17,34,1,0,105.88,False,False,"{'wickets': 6, 'runs': 120}",16.1,c Stubbs b Mukesh Kumar,"<b>short with pace off, slapped to long-off!</b> Stand and deliver from Dube but it's gone first class down the throat of Stubbs. Third wicket for Mukesh, who's only bowled seven balls so far",
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,CSK,2,Sameer Rizvi,Sameer Rizvi,0,1,1,0,0,0.00,False,False,"{'wickets': 5, 'runs': 102}",13.4,c Ahmed b Mukesh Kumar,"<b>bounce, edged, taken!</b> Lovely stuff from Mukesh, and Rizvi goes first ball! Searching line on off stump and he was looking to close the face, got a thick edge to short third where Khaleel held on to a sharp catch",
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,CSK,2,RA Jadeja,Ravindra Jadeja,21,17,37,2,0,123.52,False,True,{},,not out,,
2024.0,1422131,DC v CSK,DC,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,CSK,2,MS Dhoni,MS Dhoni,37,16,22,4,3,231.25,False,True,{},,not out,,
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,Ishan Kishan,Ishan Kishan,16,14,22,2,1,114.28,False,False,"{'wickets': 4, 'runs': 20}",3.3,c &dagger;Samson b Burger,"<strong>This is Test-match cricket, says Sanjay Manjrekar on air, and that's pretty much it</strong>. Bolt-upright seam, good - nay - perfect length. Lands around off, straightens off the deck and Kishan tries punching it straight. The movement finds the outside edge and the keeper takes it. A bit of extra bounce too that had Kishan hopping. Burger leaps in delight.",
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,RG Sharma,Rohit Sharma,0,1,4,0,0,0.00,False,False,"{'wickets': 1, 'runs': 1}",0.5,c &dagger;Samson b Boult,"<strong>Edged and taken first ball!</strong> What a ball to silence the crowd! 132ks, scrambled-seam, on a length, lands around off and goes through the channel. It opens up Rohit on the straight-bat defence and takes the outside edge. Low carry to Samson's right but he dives and takes it well",
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,Naman Dhir,Naman Dhir,0,1,2,0,0,0.00,False,False,"{'wickets': 2, 'runs': 1}",0.6,lbw b Boult,<strong>Lightning Boult strikes twice! Given out lbw but it's been reviewed</strong>. On a length again but this one comes in. Naman tried pushing it towards mid-on but the movement meant there was a big gap between bat and ball. Hit on the knee-roll while on the front foot. Hawk-Eye shows it'd go on to clip leg stump. Two in two to end the over. He'll be on a hat-trick for the start of his next over?,
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,D Brevis,Dewald Brevis,0,1,8,0,0,0.00,False,False,"{'wickets': 3, 'runs': 14}",2.2,c Burger b Boult,"<strong>Loose shot, taken at short third! Three in four for the lightning Boult that strikes thrice</strong>. Length on fifth, Brevis' front stride to a ball angling away meant it was outside his reach for an off-drive.",
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,NT Tilak Varma,Tilak Varma,32,29,55,0,2,110.34,False,False,"{'wickets': 7, 'runs': 95}",13.2,c Ashwin b Chahal,"<strong>RR don't have to worry about Tilak farming strike anymore as Chahal gets him with a wide ball</strong>. On a length, had him reach out. Might've even been wide had he left it but he committed to the cut. Googly too, which meant it spun away further, the edge was found and the ball ballooned to short third's left. Good leaping take from Ashwin",
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,HH Pandya,Hardik Pandya,34,21,27,6,0,161.90,True,False,"{'wickets': 5, 'runs': 76}",9.3,c sub (R Powell) b Chahal,"<strong>Chahal has Hardik hole out!</strong> 86ks but flattish, landed around middle and leg and Hardik stood in the crease and tried to club it over long-on. Front leg was out of the way, could he have danced down to that? Got it off the bottom, Powell moved to the right and took a stumbling catch.",
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,PP Chawla,Piyush Chawla,3,6,9,0,0,50.00,False,False,"{'wickets': 6, 'runs': 83}",11.1,c Hetmyer b Avesh Khan,"<strong>Hetmyer takes a stunner at point</strong>. Reaches out to the right and takes it with both hands outstretched, around shoulder-height. Was not that short, around fifth stump and Chawla smashed it. Deep cut if it can be called one, was travelling fast. It's why Samson leapt over Hettie in delight in celebrations",
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,TH David,Tim David,17,24,35,1,0,70.83,False,False,"{'wickets': 9, 'runs': 114}",18.3,c Boult b Burger,"<strong>David can't finish on a high</strong>. Burger goes into the pitch, angles in at the body. It's pulled from deep in the crease, flat and to Boult at the long-leg boundary, who takes it just while jogging to the right. Maybe David was expecting the slower one too there",
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,G Coetzee,Gerald Coetzee,4,9,14,0,0,44.44,False,False,"{'wickets': 8, 'runs': 111}",16.3,c Hetmyer b Chahal,"<strong>Softie to cover</strong>. Chahal winning the invitational with a 76ks legbreak. Fullish, lands around fifth and turns away a bit. Coetzee looked to drive on the up, didn't try and muscle it but ended up spooning it Hetmyer",
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,JJ Bumrah,Jasprit Bumrah,8,9,17,1,0,88.88,False,True,{},,not out,,
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,MI,1,A Madhwal,Akash Madhwal,4,5,6,0,0,80.00,False,True,{},,not out,,
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,RR,2,YBK Jaiswal,Yashasvi Jaiswal,10,6,4,2,0,166.66,False,False,"{'wickets': 1, 'runs': 10}",0.6,c David b Maphaka,"<strong>Maphaka gets Jaiswal!</strong> First wicket in the IPL for the 17-year-old! Pitched up on a full length outside off and shaping away from Jaiswal, who pushes at it. Ends up lobbing it straight to David at cover",
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,RR,2,JC Buttler,Jos Buttler,13,16,37,2,0,81.25,False,False,"{'wickets': 3, 'runs': 48}",6.3,c Chawla b Madhwal,"<strong>Pulled straight to deep fine leg!</strong> Bouncer on off at 134kph, Buttler looks for the pull, but hits it flat and straight to Piyush Chawla who makes no mistake.",
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,RR,2,SV Samson,Sanju Samson,12,10,19,3,0,120.00,True,False,"{'wickets': 2, 'runs': 42}",4.2, b Madhwal,"<strong>Samson chops on!</strong> Madhwal bowls it short of good length outside off, Samson looks for a cut with no foot movement. Gets an underedge onto the stumps. Can this be a turning point?",
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,RR,2,R Parag,Riyan Parag,54,39,54,5,3,138.46,False,True,{},,not out,,
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,RR,2,R Ashwin,Ravichandran Ashwin,16,16,26,1,0,100.00,False,False,"{'wickets': 4, 'runs': 88}",12.2,c Tilak Varma b Madhwal,<strong>Madhwal has his third!</strong> Short ball jags in from outside off. Ashwin looks to turn it leg side but gets a leading edge that goes high in the air. Tilak takes a good catch running back from backward point. Did well to settle under that skier. Madhwal strikes again in his last over,
2024.0,1422132,MI v RR,MI,RR,"Wankhede Stadium, Mumbai",Mumbai,India,RR,2,SB Dubey,Shubham Dubey,8,6,15,1,0,133.33,False,True,{},,not out,,
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,LSG,1,Q de Kock,Quinton de Kock,81,56,76,8,5,144.64,False,False,"{'wickets': 4, 'runs': 143}",16.4,c Dagar b Topley,"<strong>taken at long-off by Dagar again!</strong> A full toss outside off, as it dips on to the batter this time too. Topley went for the back-of-the-hand slower ball. De Kock went lofting back down the ground, but ended up giving a comfortable catch to long-off coming a few steps to his left",
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,LSG,1,KL Rahul,KL Rahul,20,14,26,0,2,142.85,True,False,"{'wickets': 1, 'runs': 53}",5.3,c Dagar b Maxwell,"<strong>taken at extra cover!</strong> Dagar keeps his eyes on the ball, which Rahul sent ballooning off outside half of the bat, and took it in front of his chest. Maxwell pulled his length back to go short and slightly wide of off. Rahul was in the mood for more, and got his front leg out of the way in trying to swat it away. But there was good bounce for the bowler, and the ball skied up for a catch",
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,LSG,1,D Padikkal,Devdutt Padikkal,6,11,14,0,0,54.54,False,False,"{'wickets': 2, 'runs': 73}",8.5,c &dagger;Anuj Rawat b Mohammed Siraj,"<strong>taken by Rawat running back!</strong> He turned around and started chasing the ball, going down on his haunches to take the ball which was dropping over his head, taking it just over his face. Rawat didn't get distracted by deep third running forward either. Siraj went for a back-of-a-length ball this time, landing it on leg. Padikkal cleared his front leg, and went for the pull, but only managed to get a top edge",
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,LSG,1,MP Stoinis,Marcus Stoinis,24,15,20,1,2,160.00,False,False,"{'wickets': 3, 'runs': 129}",13.5,c Dagar b Maxwell,"<strong>taken by Dagar!</strong> He was placed at point, and saw the ball come on to his right, as he moved a few steps and grabbed with both hands. Maxwell strikes again, as he bowls short and wide of off. Stoinis had backed away early, so the line of the ball meant that it was quite wide of him. He eventually reached out for it, and ended up swatting to the fielder",
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,LSG,1,N Pooran,Nicholas Pooran,40,21,31,1,5,190.47,False,True,{},,not out,,
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,LSG,1,A Badoni,Ayush Badoni,0,3,5,0,0,0.00,False,False,"{'wickets': 5, 'runs': 148}",17.6,c du Plessis b Yash Dayal,"<strong>well taken by du Plessis!</strong> The ball was dropping over his right shoulder, as placed at extra cover, he tumbled across to his right while watching the ball well. Dayal went for a bouncer, angling it across, while also changing the pace. The ball rose rather sharply, and was very wide of off. Badoni still went swatting, but ended up getting it off the outside half of the bat",
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,LSG,1,KH Pandya,Krunal Pandya,0,0,8,0,0,-,False,True,{},,not out,,
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,V Kohli,Virat Kohli,22,16,16,2,1,137.50,False,False,"{'wickets': 1, 'runs': 40}",4.2,c Padikkal b Siddharth,"<strong>Siddharth has his man!</strong> Kohli skies it to backward point! Full outside off, Kohli was coming down the crowd and going for the big shot. He just gets a leading edge and the ball loops to backward point's left. Padikkal makes no mistake and Siddharth is pumped as the Chinnaswamy goes silent",
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,F du Plessis,Faf du Plessis,19,13,20,3,0,146.15,True,False,"{'wickets': 2, 'runs': 42}",5.1,run out (Padikkal),"<strong>Direct hit!</strong> Faf clips a full ball at 153.2kph towards midwicket and takes off. Padikkal is quick to pick up the ball and with one stump to aim at, absolutely nails it with du Plessis caught well short of the crease",
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,RM Patidar,Rajat Patidar,29,21,50,2,2,138.09,False,False,"{'wickets': 6, 'runs': 103}",14.2,c Padikkal b Yadav,"Top edge goes high in the air. Devdutt Padikkal makes no mistake at deep square leg! It's banged in short, Patidar goes for the pull and skies it. Devdutt Padikkal had to move around to settle under it, but never took his eyes off it and ends up grabbing it to send Patidar back in the hut. Mayank has his third!",
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,GJ Maxwell,Glenn Maxwell,0,2,2,0,0,0.00,False,False,"{'wickets': 3, 'runs': 43}",5.4,c Pooran b Yadav,<strong>Mayank Yadav has Maxwell!</strong> Pace does the trick. 151kph. Dug in on a length and Maxwell looks to swing it away. Slices it off the top edge. Pooran runs in from mid-on and pockets it. That's KGF back in the hut!,
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,C Green,Cameron Green,9,9,7,1,0,100.00,False,False,"{'wickets': 4, 'runs': 58}",7.4, b Yadav,"<strong>What a corker!</strong> Length ball outside off, straightens ever so little and Green is beaten for pace on the outside edge as the ball rams into the off stump before racing away to the boundary! Mayank Yadav is turning on the heat!",
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,Anuj Rawat,Anuj Rawat,11,21,29,0,0,52.38,False,False,"{'wickets': 5, 'runs': 94}",12.5,c Padikkal b Stoinis,Rawat falls. Stoinis goes short around off as he sees Rawat advancing. Gets cramped for room and gets it off high on the bat to mid-on. Pooran has to take a few steps forward before grabbing it. Rawat has struggled today and gets out without much impact in the end,
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,MK Lomror,Mahipal Lomror,33,13,29,3,3,253.84,False,False,"{'wickets': 9, 'runs': 138}",17.5,c Pooran b Yash Thakur,"That should be game, set and match. Full outside off, he looks to go over long-off, but hits it too flat and Nicholas Pooran makes absolutely no mistake. Lomror's counterattack ends",
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,KD Karthik,Dinesh Karthik,4,8,13,0,0,50.00,False,False,"{'wickets': 7, 'runs': 136}",16.5,c &dagger;Rahul b Naveen-ul-Haq,"<strong>Gloved behind!</strong> That's that for DK. It's a back of length delivery angled into Karthik who wants to pull, but gets cramped for room and it pops up to Rahul",
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,MJ Dagar,Mayank Dagar,0,1,2,0,0,0.00,False,False,"{'wickets': 8, 'runs': 137}",17.1,run out (Pooran),"Goes high in the air, but lands in no man's land. But wait, there's a run-out! Lomror takes a full ball and skies it short of long-on. Pooran runs in gets the ball and was looking to throw it to the keeper but ends up hitting the stumps at the striker's end where Dagar is caught well short as he looked to go for a second but was sent back",
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,RJW Topley,Reece Topley,3,6,12,0,0,50.00,False,True,{},,not out,,
2024.0,1422133,RCB v LSG,RCB,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,RCB,2,Mohammed Siraj,Mohammed Siraj,12,8,8,0,2,150.00,False,False,"{'wickets': 10, 'runs': 153}",19.4,c Pooran b Naveen-ul-Haq,"<strong>Oh, Nicholas Pooran you beauty!</strong> Siraj lofts Naveen straight down the ground, Pooran runs across from long-on and throws himself at it and holds on tumbling forward. And LSG have bowled RCB out to register a 28-run win!",
2024.0,1422134,DC v KKR,DC,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,KKR,1,PD Salt,Phil Salt,18,12,24,4,0,150.00,False,False,"{'wickets': 1, 'runs': 60}",4.3,c Stubbs b Nortje,"<strong>now taken by Stubbs at mid-off!</strong> So Salt's luck doesn't last long. He stands deep in the crease, and a bit outside leg, looking to loft at this pretty full ball angling into the stumps. I think he was done in by the rapid pace there, with the ball seemingly skidding through.",
2024.0,1422134,DC v KKR,DC,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,KKR,1,SP Narine,Sunil Narine,85,39,62,7,7,217.94,False,False,"{'wickets': 2, 'runs': 164}",12.3,c &dagger;Pant b Marsh,"<strong>tickled to Pant!</strong> It was a soft dismissal. Narine falls to the bouncer. It pitched on off, and climbed on rather sharply towards Narine. He was standing after backing away, and looked to pull. But the extra bounce meant the ball took the top edge to the keeper, who took it with a reverse cup in front his face",
2024.0,1422134,DC v KKR,DC,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,KKR,1,A Raghuvanshi,Angkrish Raghuvanshi,54,27,43,5,3,200.00,False,False,"{'wickets': 3, 'runs': 176}",13.2,c Sharma b Nortje,"<strong>ramped to deep third!</strong> Ishant Sharma seemed to be at a straightish deep third, rather. Nortje went for the short ball around sixth stump, and the ball rose considerably. So Raghuvanshi went ramping while using the pace and bounce, but found the fielder on the edge of the boundary",
2024.0,1422134,DC v KKR,DC,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,KKR,1,AD Russell,Andre Russell,41,19,43,4,3,215.78,False,False,"{'wickets': 6, 'runs': 264}",19.1, b Sharma,"<strong>wow, superb ball!</strong> An inswinging yorker at 144kph floors Russell - literally! It lands on the base of middle and leg, as Russell looks to jam his bat down with a horizontal bat, but is late. It is too quick for him, and he ends up on his stomach on the pitch",
2024.0,1422134,DC v KKR,DC,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,KKR,1,SS Iyer,Shreyas Iyer,18,11,23,0,2,163.63,True,False,"{'wickets': 4, 'runs': 232}",17.2,c Stubbs b Ahmed,"taken at mid-off! Shreyas falls to the short ball. Khaleel bowled outside off, as the ball almost seemed to have rushed through to Shreyas, who went pulling but got it off the top edge. Stubbs kept his eyes on the skied ball, and took it reverse cupped",
2024.0,1422134,DC v KKR,DC,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,KKR,1,RK Singh,Rinku Singh,26,8,12,1,3,325.00,False,False,"{'wickets': 5, 'runs': 264}",18.6,c Warner b Nortje,"<strong>ahh, taken at mid-on!</strong> But what a typical Rinku innings: an impact cameo at the death to demoralise the opposition. Nortje went for a dipping yorker around fifth stump, as Rinku almost squatted to try and chip that back. But he couldn't it away this time, as Warner took it over his head",
2024.0,1422134,DC v KKR,DC,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,KKR,1,VR Iyer,Venkatesh Iyer,5,2,7,1,0,250.00,False,True,{},,not out,,
2024.0,1422134,DC v KKR,DC,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,KKR,1,Ramandeep Singh,Ramandeep Singh,2,2,2,0,0,100.00,False,False,"{'wickets': 7, 'runs': 266}",19.3,c Shaw b Sharma,"nabbed at extra cover! DC are striking late to check KKR. A slower ball this time from Ishant, who went short and pretty wide of off. Ramandeep went swatting far away from his body at what was a tenth-stump ball, but ended up getting the toe end of the bat to Shaw's left for a simple catch",
2024.0,1422134,DC v KKR,DC,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,KKR,1,MA Starc,Mitchell Starc,1,1,3,0,0,100.00,False,True,{},,not out,,
2024.0,1422134,DC v KKR,DC,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,DC,2,DA Warner,David Warner,18,13,27,2,1,138.46,False,False,"{'wickets': 4, 'runs': 33}",4.3, b Starc,<B>chopped on!</b> Starc gets the second Aussie too. Good length ball on a fifth-stump line. Warner doesn't have the width to cut but goes for it anyway. Under-edge onto the deck and into the stumps. Replay shows Starc changed his pace on the wicket ball,
