season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,highlights,home_key_batsman,home_key_bowler,home_playx1,away_playx1,away_key_batsman,away_key_bowler,match_days,umpire1,umpire2,tv_umpire,referee,reserve_umpire
2024,1426266,Kolkata Knight Riders v Lucknow Super Giants,KKR v LSG,"28th Match (D/N), Indian Premier League at Kolkata, Apr 14 2024",KKR,LSG,KKR,BOWL FIRST,161/7,162/2,162/2,161/7,KKR,KKR won by 8 wkts (26b rem),2024-04-14T10:00Z,2024-04-15T23:59Z,57980,"Eden Gardens, Kolkata",Shreyas Iyer,KL Rahul,Phil Salt,"Kolkata Knight Riders 2, Lucknow Super Giants 0",False,15.4,162,2,25,20,161,7,20,"Phil Salt and Mitchell Starc headline KKR's thumping win. The KKR spinners meanwhile stifled the opposition batters as usual, ensuring the chase was far from demanding","Phil Salt,Shreyas Iyer","Mitchell Starc,Andre Russell","Phil Salt (WK),Sunil Narine (AR),Angkrish Raghuvanshi (UKN),Shreyas Iyer (UKN),Venkatesh Iyer (AR),Andre Russell (AR),Ramandeep Singh (UKN),Mitchell Starc (BL),Vaibhav Arora (BL),Harshit Rana (BL),Rinku Singh (UKN),Varun Chakravarthy (BL)","Quinton de Kock (UKN),KL Rahul (WK),Deepak Hooda (AR),Ayush Badoni (UKN),Marcus Stoinis (AR),Nicholas Pooran (UKN),Krunal Pandya (AR),Arshad Khan (BL),Mohsin Khan (BL),Ravi Bishnoi (BL),Shamar Joseph (BL),Yash Thakur (BL)","Nicholas Pooran,KL Rahul","Mohsin Khan,Shamar Joseph",14 April 2024 - day/night match (20-over match),Akshay Totre,Vinod Seshan,KN Ananthapadmanabhan,Amit Sharma,Vaibhav Dhokre
2024,1426267,Mumbai Indians v Chennai Super Kings,MI v CSK,"29th Match (N), Indian Premier League at Mumbai, Apr 14 2024",MI,CSK,MI,BOWL FIRST,206/4,186/6,186/6,206/4,CSK,CSK won by 20 runs,2024-04-14T14:00Z,2024-04-15T23:59Z,58324,"Wankhede Stadium, Mumbai",Hardik Pandya,Ruturaj Gaikwad,Matheesha Pathirana,"Chennai Super Kings 2, Mumbai Indians 0",False,20,186,6,27,20,206,4,30,Pathirana's four-for overshadows Rohit's ton as Mumbai go down. Mumbai's innings looked like it was going smoothly but some sensational defensive bowling helped CSK seal the game,"Rohit Sharma,Tilak Varma","Hardik Pandya,Shreyas Gopal","Rohit Sharma (UKN),Ishan Kishan (WK),Suryakumar Yadav (UKN),Tilak Varma (AR),Hardik Pandya (AR),Tim David (UKN),Romario Shepherd (AR),Mohammad Nabi (AR),Shreyas Gopal (AR),Jasprit Bumrah (BL),Gerald Coetzee (BL),Akash Madhwal (BL)","Ajinkya Rahane (UKN),Rachin Ravindra (AR),Ruturaj Gaikwad (UKN),Shivam Dube (AR),Daryl Mitchell (AR),MS Dhoni (WK),Ravindra Jadeja (AR),Sameer Rizvi (UKN),Shardul Thakur (BL),Tushar Deshpande (BL),Mustafizur Rahman (BL),Matheesha Pathirana (BL)","Ruturaj Gaikwad,Shivam Dube","Matheesha Pathirana,Tushar Deshpande",14 April 2024 - night match (20-over match),Saiyed Khalid,Nitin Menon,Virender Sharma,Javagal Srinath,Madanagopal Kuppuraj
2024,1426268,Royal Challengers Bengaluru v Sunrisers Hyderabad,RCB v SRH,"30th Match (N), Indian Premier League at Bengaluru, Apr 15 2024",RCB,SRH,RCB,BOWL FIRST,287/3,262/7,262/7,287/3,SRH,SRH won by 25 runs,2024-04-15T14:00Z,2024-04-16T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Faf du Plessis,Pat Cummins,Travis Head,"Sunrisers Hyderabad 2, Royal Challengers Bengaluru 0",False,20,262,7,40,20,287,3,41,"Head, Klaasen play decisive hands in Chinnaswamy big bash. Sunrisers bested RCB on a night that produced the biggest IPL total and the highest match aggregate in all T20s","Dinesh Karthik,Faf du Plessis","Lockie Ferguson,Reece Topley","Virat Kohli (UKN),Faf du Plessis (UKN),Will Jacks (AR),Rajat Patidar (UKN),Saurav Chauhan (UKN),Dinesh Karthik (WK),Mahipal Lomror (AR),Anuj Rawat (UKN),Vijaykumar Vyshak (BL),Reece Topley (BL),Lockie Ferguson (BL),Yash Dayal (BL)","Abhishek Sharma (AR),Travis Head (UKN),Heinrich Klaasen (WK),Aiden Markram (UKN),Abdul Samad (UKN),Shahbaz Ahmed (AR),Pat Cummins (BL),Bhuvneshwar Kumar (BL),Jaydev Unadkat (BL),T Natarajan (BL),Nitish Kumar Reddy (AR),Mayank Markande (BL)","Travis Head,Heinrich Klaasen","Pat Cummins,Mayank Markande",15 April 2024 - night match (20-over match),Anil Chaudhary,Rohan Pandit,Bruce Oxenford,Manu Nayar,Mohit Krishnadas
2024,1426269,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,"31st Match (N), Indian Premier League at Kolkata, Apr 16 2024",KKR,RR,RR,BOWL FIRST,223/6,224/8,223/6,224/8,RR,RR won by 2 wkts (0b rem),2024-04-16T14:00Z,2024-04-17T23:59Z,57980,"Eden Gardens, Kolkata",Shreyas Iyer,Sanju Samson,Jos Buttler,"Rajasthan Royals 2, Kolkata Knight Riders 0",False,20,223,6,33,20,224,8,32,"Buttler's 107* tops Narine's 109 as Royals ace record chase against KKR. Royals' show equalled the record for the highest successful chase in IPL history, which they had held since 2020","Sunil Narine,Angkrish Raghuvanshi","Sunil Narine,Varun Chakravarthy","Phil Salt (WK),Sunil Narine (AR),Angkrish Raghuvanshi (UKN),Shreyas Iyer (UKN),Andre Russell (AR),Rinku Singh (UKN),Venkatesh Iyer (AR),Ramandeep Singh (UKN),Mitchell Starc (BL),Varun Chakravarthy (BL),Harshit Rana (BL),Vaibhav Arora (BL)","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Riyan Parag (UKN),Dhruv Jurel (UKN),Ravichandran Ashwin (AR),Shimron Hetmyer (UKN),Rovman Powell (UKN),Trent Boult (BL),Avesh Khan (BL),Yuzvendra Chahal (BL),Kuldeep Sen (BL)","Jos Buttler,Riyan Parag","Avesh Khan,Kuldeep Sen",16 April 2024 - night match (20-over match),Ulhas Gandhe,Michael Gough,KN Ananthapadmanabhan,Amit Sharma,Vaibhav Dhokre
2024,1426270,Gujarat Titans v Delhi Capitals,GT v DC,"32nd Match (N), Indian Premier League at Ahmedabad, Apr 17 2024",GT,DC,DC,BOWL FIRST,89,92/4,89,92/4,DC,DC won by 6 wkts (67b rem),2024-04-17T14:00Z,2024-04-18T23:59Z,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Shubman Gill,Rishabh Pant,Rishabh Pant,"Delhi Capitals 2, Gujarat Titans 0",False,17.3,89,10,9,8.5,92,4,15,A Capital win after Titans routed for season's lowest total. Titans were bundled out for 89 following which Capitals finished the chase in 53 balls,"Rashid Khan,Sai Sudharsan","Sandeep Warrier,Rashid Khan","Wriddhiman Saha (WK),Shubman Gill (UKN),Sai Sudharsan (UKN),David Miller (UKN),Abhinav Manohar (AR),Rahul Tewatia (AR),M Shahrukh Khan (UKN),Rashid Khan (AR),Mohit Sharma (BL),Noor Ahmad (BL),Spencer Johnson (BL),Sandeep Warrier (BL)","Prithvi Shaw (UKN),Jake Fraser-McGurk (UKN),Abishek Porel (UKN),Shai Hope (UKN),Rishabh Pant (WK),Sumit Kumar (AR),Tristan Stubbs (UKN),Axar Patel (AR),Kuldeep Yadav (BL),Ishant Sharma (BL),Mukesh Kumar (BL),Khaleel Ahmed (BL)","Jake Fraser-McGurk,Shai Hope","Mukesh Kumar,Ishant Sharma",17 April 2024 - night match (20-over match),Nikhil Patwardhan,Virender Sharma,Jayaraman Madanagopal,Narayanan Kutty,Pranav Joshi
2024,1426271,Punjab Kings v Mumbai Indians,PBKS v MI,"33rd Match (N), Indian Premier League at Mohali, Apr 18 2024",PBKS,MI,KXIP,BOWL FIRST,192/7,183,183,192/7,MI,MI won by 9 runs,2024-04-18T14:00Z,2024-04-19T23:59Z,1290799,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Sam Curran,Hardik Pandya,Jasprit Bumrah,"Mumbai Indians 2, Punjab Kings 0",False,19.1,183,10,22,20,192,7,24,Ashutosh blinder not enough as Kings fall short in IPL classic. Bumrah and Coetzee overcame a spirited Kings' chase as Mumbai moved from ninth to seventh on the points table,"Ashutosh Sharma,Shashank Singh","Harshal Patel,Sam Curran","Sam Curran (AR),Prabhsimran Singh (UKN),Rilee Rossouw (UKN),Liam Livingstone (AR),Harpreet Singh (UKN),Shashank Singh (AR),Jitesh Sharma (WK),Ashutosh Sharma (AR),Harpreet Brar (BL),Harshal Patel (BL),Kagiso Rabada (BL),Arshdeep Singh (BL)","Ishan Kishan (WK),Rohit Sharma (UKN),Suryakumar Yadav (UKN),Tilak Varma (AR),Hardik Pandya (AR),Tim David (UKN),Romario Shepherd (AR),Mohammad Nabi (AR),Gerald Coetzee (BL),Shreyas Gopal (AR),Jasprit Bumrah (BL),Akash Madhwal (BL)","Suryakumar Yadav,Rohit Sharma","Jasprit Bumrah,Gerald Coetzee",18 April 2024 - night match (20-over match),Vineet Kulkarni,Nand Kishore,Nitin Menon,Sanjay Verma,Keyur Kelkar
2024,1426272,Lucknow Super Giants v Chennai Super Kings,LSG v CSK,"34th Match (N), Indian Premier League at Lucknow, Apr 19 2024",LSG,CSK,LSG,BOWL FIRST,176/6,180/2,180/2,176/6,LSG,LSG won by 8 wkts (6b rem),2024-04-19T14:00Z,2024-04-20T23:59Z,1070094,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KL Rahul,Ruturaj Gaikwad,KL Rahul,"Lucknow Super Giants 2, Chennai Super Kings 0",False,19,180,2,23,20,176,6,21,"Rahul leads LSG's cruise past CSK despite Dhoni fireworks. Both teams are now at eight points, level with KKR and SRH and only behind Rajasthan Royals","KL Rahul,Quinton de Kock","Krunal Pandya,Marcus Stoinis","Quinton de Kock (UKN),KL Rahul (WK),Nicholas Pooran (UKN),Marcus Stoinis (AR),Deepak Hooda (AR),Ayush Badoni (UKN),Krunal Pandya (AR),Matt Henry (BL),Ravi Bishnoi (BL),Mohsin Khan (BL),Yash Thakur (BL)","Ajinkya Rahane (UKN),Rachin Ravindra (AR),Ruturaj Gaikwad (UKN),Ravindra Jadeja (AR),Shivam Dube (AR),Sameer Rizvi (UKN),Moeen Ali (AR),MS Dhoni (WK),Deepak Chahar (BL),Tushar Deshpande (BL),Mustafizur Rahman (BL),Matheesha Pathirana (BL)","Ravindra Jadeja,Ajinkya Rahane","Matheesha Pathirana,Mustafizur Rahman",19 April 2024 - night match (20-over match),Anil Chaudhary,Rohan Pandit,Bruce Oxenford,Manu Nayar,Rajesh Kannan
2024,1426273,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,"35th Match (N), Indian Premier League at Delhi, Apr 20 2024",DC,SRH,DC,BOWL FIRST,266/7,199,199,266/7,SRH,SRH won by 67 runs,2024-04-20T14:00Z,2024-04-21T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Rishabh Pant,Pat Cummins,Travis Head,"Sunrisers Hyderabad 2, Delhi Capitals 0",False,19.1,199,10,31,20,266,7,40,"Head, Abhishek, Shahbaz, Natarajan break records and help SRH go second. Sunrisers had 300 within their sights at the start but even 266 proved to be too big for Capitals","Jake Fraser-McGurk,Rishabh Pant","Kuldeep Yadav,Axar Patel","Prithvi Shaw (UKN),David Warner (UKN),Jake Fraser-McGurk (UKN),Abishek Porel (UKN),Tristan Stubbs (UKN),Rishabh Pant (WK),Lalit Yadav (AR),Axar Patel (AR),Anrich Nortje (BL),Kuldeep Yadav (BL),Mukesh Kumar (BL),Khaleel Ahmed (BL)","Travis Head (UKN),Abhishek Sharma (AR),Aiden Markram (UKN),Heinrich Klaasen (WK),Nitish Kumar Reddy (AR),Shahbaz Ahmed (AR),Abdul Samad (UKN),Pat Cummins (BL),Washington Sundar (AR),Bhuvneshwar Kumar (BL),T Natarajan (BL),Mayank Markande (BL)","Travis Head,Shahbaz Ahmed","T Natarajan,Nitish Kumar Reddy",20 April 2024 - night match (20-over match),Jayaraman Madanagopal,Navdeep Singh,Tapan Sharma,Sanjay Verma,Kannur Swaroopanand
2024,1426274,Kolkata Knight Riders v Royal Challengers Bengaluru,KKR v RCB,"36th Match (D/N), Indian Premier League at Kolkata, Apr 21 2024",KKR,RCB,RCB,BOWL FIRST,222/6,221,222/6,221,KKR,KKR won by 1 run,2024-04-21T10:00Z,2024-04-22T23:59Z,57980,"Eden Gardens, Kolkata",Shreyas Iyer,Faf du Plessis,Andre Russell,"Kolkata Knight Riders 2, Royal Challengers Bengaluru 0",False,20,222,6,34,20,221,10,33,"KKR survive Karn scare to win by one run. With 21 runs to get off the final over, Karn nearly pulled off a miracle, but Knight Riders and Phil Salt held their nerve to effect a run-out off the last ball","Shreyas Iyer,Phil Salt","Andre Russell,Harshit Rana","Phil Salt (WK),Sunil Narine (AR),Angkrish Raghuvanshi (UKN),Venkatesh Iyer (AR),Shreyas Iyer (UKN),Rinku Singh (UKN),Andre Russell (AR),Ramandeep Singh (UKN),Mitchell Starc (BL),Varun Chakravarthy (BL),Harshit Rana (BL),Suyash Sharma (BL)","Virat Kohli (UKN),Faf du Plessis (UKN),Will Jacks (AR),Rajat Patidar (UKN),Cameron Green (AR),Suyash Prabhudessai (AR),Mahipal Lomror (AR),Dinesh Karthik (WK),Karn Sharma (BL),Mohammed Siraj (BL),Lockie Ferguson (BL),Yash Dayal (BL)","Will Jacks,Rajat Patidar","Cameron Green,Yash Dayal",21 April 2024 - day/night match (20-over match),Akshay Totre,Vinod Seshan,Michael Gough,Amit Sharma,Abhijeet Bengeri
2024,1426275,Punjab Kings v Gujarat Titans,PBKS v GT,"37th Match (N), Indian Premier League at Mohali, Apr 21 2024",PBKS,GT,KXIP,BAT FIRST,142,146/7,142,146/7,GT,GT won by 3 wkts (5b rem),2024-04-21T14:00Z,2024-04-22T23:59Z,1290799,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",Sam Curran,Shubman Gill,Sai Kishore,"Gujarat Titans 2, Punjab Kings 0",False,20,142,10,17,19.1,146,7,18,"Sai Kishore's four-for, Tewatia's finishing act push Titans towards top half. The Titans spinners combined for 7 for 68 to restrict Kings to a modest score","Prabhsimran Singh,Harpreet Brar","Harshal Patel,Liam Livingstone","Sam Curran (AR),Prabhsimran Singh (UKN),Rilee Rossouw (UKN),Jitesh Sharma (WK),Liam Livingstone (AR),Shashank Singh (AR),Ashutosh Sharma (AR),Harpreet Singh (UKN),Harpreet Brar (BL),Harshal Patel (BL),Kagiso Rabada (BL),Arshdeep Singh (BL)","Wriddhiman Saha (WK),Shubman Gill (UKN),Sai Sudharsan (UKN),David Miller (UKN),Azmatullah Omarzai (AR),Rahul Tewatia (AR),M Shahrukh Khan (UKN),Rashid Khan (AR),Sai Kishore (BL),Noor Ahmad (BL),Mohit Sharma (BL),Sandeep Warrier (BL)","Rahul Tewatia,Shubman Gill","Sai Kishore,Noor Ahmad",21 April 2024 - night match (20-over match),Vineet Kulkarni,Nand Kishore,Saiyed Khalid,Javagal Srinath,Keyur Kelkar
2024,1426276,Rajasthan Royals v Mumbai Indians,RR v MI,"38th Match (N), Indian Premier League at Jaipur, Apr 22 2024",RR,MI,MI,BAT FIRST,179/9,183/1,183/1,179/9,RR,RR won by 9 wkts (8b rem),2024-04-22T14:00Z,2024-04-23T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Sanju Samson,Hardik Pandya,Sandeep Sharma,"Rajasthan Royals 2, Mumbai Indians 0",False,18.4,183,1,26,20,179,9,22,"Sandeep Sharma five-for, Yashasvi Jaiswal ton hand Royals comfortable win. Royals signed off from the Jaipur leg of their campaign with a seventh win in eight matches to cement their table-topping status","Yashasvi Jaiswal,Sanju Samson","Sandeep Sharma,Trent Boult","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Rovman Powell (UKN),Riyan Parag (UKN),Shimron Hetmyer (UKN),Dhruv Jurel (UKN),Ravichandran Ashwin (AR),Trent Boult (BL),Avesh Khan (BL),Sandeep Sharma (BL),Yuzvendra Chahal (BL)","Rohit Sharma (UKN),Ishan Kishan (WK),Suryakumar Yadav (UKN),Tilak Varma (AR),Mohammad Nabi (AR),Nehal Wadhera (UKN),Hardik Pandya (AR),Tim David (UKN),Gerald Coetzee (BL),Piyush Chawla (AR),Jasprit Bumrah (BL),Nuwan Thushara (BL)","Tilak Varma,Nehal Wadhera","Piyush Chawla,Mohammad Nabi",22 April 2024 - night match (20-over match),Anil Chaudhary,Saidharshan Kumar,Bruce Oxenford,Manu Nayar,Rajesh Kannan
2024,1426277,Chennai Super Kings v Lucknow Super Giants,CSK v LSG,"39th Match (N), Indian Premier League at Chennai, Apr 23 2024",CSK,LSG,LSG,BOWL FIRST,210/4,213/4,210/4,213/4,LSG,LSG won by 6 wkts (3b rem),2024-04-23T14:00Z,2024-04-24T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",Ruturaj Gaikwad,KL Rahul,Marcus Stoinis,"Lucknow Super Giants 2, Chennai Super Kings 0",False,20,210,4,29,19.3,213,4,29,Marcus Stoinis silences Chepauk with hundred in record chase. Lucknow Super Giants beat the Chennai Super Kings for the second time in the space of five days,"Ruturaj Gaikwad,Shivam Dube","Matheesha Pathirana,Deepak Chahar","Ajinkya Rahane (UKN),Ruturaj Gaikwad (UKN),Daryl Mitchell (AR),Ravindra Jadeja (AR),Shivam Dube (AR),MS Dhoni (WK),Moeen Ali (AR),Deepak Chahar (BL),Tushar Deshpande (BL),Mustafizur Rahman (BL),Matheesha Pathirana (BL),Shardul Thakur (BL)","Quinton de Kock (UKN),KL Rahul (WK),Marcus Stoinis (AR),Devdutt Padikkal (UKN),Nicholas Pooran (UKN),Deepak Hooda (AR),Ayush Badoni (UKN),Krunal Pandya (AR),Matt Henry (BL),Ravi Bishnoi (BL),Mohsin Khan (BL),Yash Thakur (BL)","Marcus Stoinis,Nicholas Pooran","Matt Henry,Yash Thakur",23 April 2024 - night match (20-over match),Nikhil Patwardhan,Tapan Sharma,Jayaraman Madanagopal,Sanjay Verma,Kannur Swaroopanand
2024,1426278,Delhi Capitals v Gujarat Titans,DC v GT,"40th Match (N), Indian Premier League at Delhi, Apr 24 2024",DC,GT,GT,BOWL FIRST,224/4,220/8,224/4,220/8,DC,DC won by 4 runs,2024-04-24T14:00Z,2024-04-25T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Rishabh Pant,Shubman Gill,Rishabh Pant,"Delhi Capitals 2, Gujarat Titans 0",False,20,224,4,34,20,220,8,32,Pant and Axar star as Capitals cling on to win topsy-turvy thriller over Titans. Rashid nearly took Titans home in pursuit of 225 but Mukesh held his nerve to defend 19 off the last over,"Rishabh Pant,Axar Patel","Rasikh Salam,Kuldeep Yadav","Prithvi Shaw (UKN),Jake Fraser-McGurk (UKN),Axar Patel (AR),Shai Hope (UKN),Rishabh Pant (WK),Tristan Stubbs (UKN),Abishek Porel (UKN),Kuldeep Yadav (BL),Anrich Nortje (BL),Khaleel Ahmed (BL),Mukesh Kumar (BL),Rasikh Salam (BL)","Wriddhiman Saha (WK),Shubman Gill (UKN),Sai Sudharsan (UKN),Azmatullah Omarzai (AR),David Miller (UKN),M Shahrukh Khan (UKN),Rahul Tewatia (AR),Rashid Khan (AR),Sai Kishore (BL),Mohit Sharma (BL),Noor Ahmad (BL),Sandeep Warrier (BL)","Sai Sudharsan,David Miller","Sandeep Warrier,Noor Ahmad",24 April 2024 - night match (20-over match),KN Ananthapadmanabhan,Ulhas Gandhe,Akshay Totre,Amit Sharma,Abhijeet Bengeri
2024,1426279,Sunrisers Hyderabad v Royal Challengers Bengaluru,SRH v RCB,"41st Match (N), Indian Premier League at Hyderabad, Apr 25 2024",SRH,RCB,RCB,BAT FIRST,206/7,171/8,171/8,206/7,RCB,RCB won by 35 runs,2024-04-25T14:00Z,2024-04-26T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Pat Cummins,Faf du Plessis,Rajat Patidar,"Royal Challengers Bengaluru 2, Sunrisers Hyderabad 0",False,20,171,8,19,20,206,7,26,"Patidar, Green, spinners thump SRH to end six-match losing streak. Kohli top-scored for RCB but his 51 off 43 saw a slowdown after the powerplay","Shahbaz Ahmed,Abhishek Sharma","Jaydev Unadkat,T Natarajan","Abhishek Sharma (AR),Travis Head (UKN),Aiden Markram (UKN),Nitish Kumar Reddy (AR),Heinrich Klaasen (WK),Shahbaz Ahmed (AR),Abdul Samad (UKN),Pat Cummins (BL),Bhuvneshwar Kumar (BL),Jaydev Unadkat (BL),Mayank Markande (BL),T Natarajan (BL)","Virat Kohli (UKN),Faf du Plessis (UKN),Will Jacks (AR),Rajat Patidar (UKN),Cameron Green (AR),Mahipal Lomror (AR),Dinesh Karthik (WK),Swapnil Singh (BL),Karn Sharma (BL),Lockie Ferguson (BL),Yash Dayal (BL),Mohammed Siraj (BL)","Virat Kohli,Rajat Patidar","Cameron Green,Karn Sharma",25 April 2024 - night match (20-over match),Saiyed Khalid,Nitin Menon,Virender Sharma,Javagal Srinath,Keyur Kelkar
2024,1426280,Kolkata Knight Riders v Punjab Kings,KKR v PBKS,"42nd Match (N), Indian Premier League at Kolkata, Apr 26 2024",KKR,PBKS,KXIP,BOWL FIRST,261/6,262/2,261/6,262/2,PBKS,PBKS won by 8 wkts (8b rem),2024-04-26T14:00Z,2024-04-27T23:59Z,57980,"Eden Gardens, Kolkata",Shreyas Iyer,Sam Curran,Jonny Bairstow,"Punjab Kings 2, Kolkata Knight Riders 0",False,20,261,6,40,18.4,262,2,39,"Bairstow bests Narine as Punjab Kings pull off record T20 chase. Chasing 262, PBKS reached their target with eight balls to spare on a night of unstoppable hitting","Phil Salt,Sunil Narine","Sunil Narine,Ramandeep Singh","Phil Salt (WK),Sunil Narine (AR),Venkatesh Iyer (AR),Andre Russell (AR),Shreyas Iyer (UKN),Rinku Singh (UKN),Ramandeep Singh (UKN),Angkrish Raghuvanshi (UKN),Varun Chakravarthy (BL),Harshit Rana (BL),Dushmantha Chameera (BL),Anukul Roy (AR)","Prabhsimran Singh (UKN),Jonny Bairstow (UKN),Rilee Rossouw (UKN),Shashank Singh (AR),Sam Curran (AR),Jitesh Sharma (WK),Ashutosh Sharma (AR),Harpreet Brar (BL),Harshal Patel (BL),Kagiso Rabada (BL),Rahul Chahar (BL),Arshdeep Singh (BL)","Jonny Bairstow,Shashank Singh","Arshdeep Singh,Rahul Chahar",26 April 2024 - night match (20-over match),Yeshwant Barde,Anil Chaudhary,Rohan Pandit,Sanjay Verma,Rajesh Kannan
2024,1426281,Delhi Capitals v Mumbai Indians,DC v MI,"43rd Match (D/N), Indian Premier League at Delhi, Apr 27 2024",DC,MI,MI,BOWL FIRST,257/4,247/9,257/4,247/9,DC,DC won by 10 runs,2024-04-27T10:00Z,2024-04-28T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Rishabh Pant,Hardik Pandya,Jake Fraser-McGurk,"Delhi Capitals 2, Mumbai Indians 0",False,20,257,4,39,20,247,9,35,"Fraser-McGurk's 27-ball 84 and Rasikh Salam's 3 for 34 lift Capitals to fifth place. Chasing a big target, MI were in the hunt courtesy Tilak Varma, Hardik Pandya and Tim David, but they fell short in the end","Jake Fraser-McGurk,Tristan Stubbs","Rasikh Salam,Mukesh Kumar","Jake Fraser-McGurk (UKN),Abishek Porel (UKN),Shai Hope (UKN),Rishabh Pant (WK),Tristan Stubbs (UKN),Axar Patel (AR),Kumar Kushagra (UKN),Kuldeep Yadav (BL),Lizaad Williams (BL),Khaleel Ahmed (BL),Mukesh Kumar (BL),Rasikh Salam (BL)","Ishan Kishan (WK),Rohit Sharma (UKN),Suryakumar Yadav (UKN),Tilak Varma (AR),Hardik Pandya (AR),Nehal Wadhera (UKN),Tim David (UKN),Mohammad Nabi (AR),Piyush Chawla (AR),Luke Wood (BL),Jasprit Bumrah (BL),Nuwan Thushara (BL)","Tilak Varma,Hardik Pandya","Jasprit Bumrah,Mohammad Nabi",27 April 2024 - day/night match (20-over match),Navdeep Singh,Nikhil Patwardhan,Jayaraman Madanagopal,Narayanan Kutty,Kannur Swaroopanand
2024,1426282,Lucknow Super Giants v Rajasthan Royals,LSG v RR,"44th Match (N), Indian Premier League at Lucknow, Apr 27 2024",LSG,RR,RR,BOWL FIRST,196/5,199/3,196/5,199/3,RR,RR won by 7 wkts (6b rem),2024-04-27T14:00Z,2024-04-28T23:59Z,1070094,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",KL Rahul,Sanju Samson,Sanju Samson,"Rajasthan Royals 2, Lucknow Super Giants 0",False,20,196,5,22,19,199,3,28,Samson and Jurel seal Royals' eighth win in nine games. They extended their lead at the top of the league and are six points clear of KKR in second place,"KL Rahul,Deepak Hooda","Marcus Stoinis,Amit Mishra","Quinton de Kock (UKN),KL Rahul (WK),Marcus Stoinis (AR),Deepak Hooda (AR),Nicholas Pooran (UKN),Ayush Badoni (UKN),Krunal Pandya (AR),Matt Henry (BL),Ravi Bishnoi (BL),Mohsin Khan (BL),Yash Thakur (BL),Amit Mishra (BL)","Yashasvi Jaiswal (UKN),Jos Buttler (UKN),Sanju Samson (WK),Riyan Parag (UKN),Dhruv Jurel (UKN),Rovman Powell (UKN),Shimron Hetmyer (UKN),Ravichandran Ashwin (AR),Trent Boult (BL),Avesh Khan (BL),Sandeep Sharma (BL),Yuzvendra Chahal (BL)","Sanju Samson,Dhruv Jurel","Sandeep Sharma,Ravichandran Ashwin",27 April 2024 - night match (20-over match),KN Ananthapadmanabhan,Michael Gough,Vinod Seshan,Amit Sharma,Abhijeet Bengeri
2024,1426283,Gujarat Titans v Royal Challengers Bengaluru,GT v RCB,"45th Match (D/N), Indian Premier League at Ahmedabad, Apr 28 2024",GT,RCB,RCB,BOWL FIRST,200/3,206/1,200/3,206/1,RCB,RCB won by 9 wkts (24b rem),2024-04-28T10:00Z,2024-04-29T23:59Z,57851,"Narendra Modi Stadium, Motera, Ahmedabad",Shubman Gill,Faf du Plessis,Will Jacks,"Royal Challengers Bengaluru 2, Gujarat Titans 0",False,20,200,3,25,16,206,1,28,Jacks and Kohli ace RCB's 201-run chase in 16 overs against Titans. RCB got their second win in a row and also got an NRR boost,"Sai Sudharsan,M Shahrukh Khan","Sai Kishore,Noor Ahmad","Wriddhiman Saha (WK),Shubman Gill (UKN),Sai Sudharsan (UKN),M Shahrukh Khan (UKN),David Miller (UKN),Azmatullah Omarzai (AR),Rahul Tewatia (AR),Rashid Khan (AR),Sai Kishore (BL),Mohit Sharma (BL),Noor Ahmad (BL),Sandeep Warrier (BL)","Virat Kohli (UKN),Faf du Plessis (UKN),Will Jacks (AR),Rajat Patidar (UKN),Glenn Maxwell (AR),Cameron Green (AR),Dinesh Karthik (WK),Karn Sharma (BL),Mohammed Siraj (BL),Yash Dayal (BL),Swapnil Singh (BL)","Will Jacks,Virat Kohli","Swapnil Singh,Glenn Maxwell",28 April 2024 - day/night match (20-over match),Nitin Menon,Virender Sharma,Vineet Kulkarni,Javagal Srinath,Bhavesh Patel
