season,match_id,match_name,home_team,away_team,bowling_team,venue,city,country,innings_id,name,fullName,overs,maidens,conceded,wickets,economyRate,dots,foursConceded,sixesConceded,wides,noballs,captain,href
2024.0,1422128,RCB v KKR,RCB,KKR,KKR,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,MA Starc,Mitchell Starc,4,0,47,0,11.75,7,4,3,1,0,False,https://www.espncricinfo.com/ci/content/player/311592.html
2024.0,1422128,RCB v KKR,RCB,KKR,KKR,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,Harshit Rana,Harshit Rana,4,0,39,2,9.75,6,2,2,1,0,False,https://www.espncricinfo.com/ci/content/player/1312645.html
2024.0,1422128,RCB v KKR,RCB,KKR,KKR,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,AS Roy,Anukul Roy,2,0,6,0,3.00,7,0,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1079839.html
2024.0,1422128,RCB v KKR,RCB,KKR,KKR,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,SP Narine,Sunil Narine,4,0,40,1,10.00,6,3,2,0,0,False,https://www.espncricinfo.com/ci/content/player/230558.html
2024.0,1422128,RCB v KKR,RCB,KKR,KKR,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,AD Russell,Andre Russell,4,0,29,2,7.25,12,0,3,1,0,False,https://www.espncricinfo.com/ci/content/player/276298.html
2024.0,1422128,RCB v KKR,RCB,KKR,KKR,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,CV Varun,Varun Chakravarthy,2,0,20,0,10.00,3,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1108375.html
2024.0,1422128,RCB v KKR,RCB,KKR,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,Mohammed Siraj,Mohammed Siraj,3,0,46,0,15.33,3,1,5,2,0,False,https://www.espncricinfo.com/ci/content/player/940973.html
2024.0,1422128,RCB v KKR,RCB,KKR,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,Yash Dayal,Yash Dayal,4,0,46,1,11.50,8,4,2,2,0,False,https://www.espncricinfo.com/ci/content/player/1159720.html
2024.0,1422128,RCB v KKR,RCB,KKR,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,AS Joseph,Alzarri Joseph,2,0,34,0,17.00,5,2,4,0,0,False,https://www.espncricinfo.com/ci/content/player/670031.html
2024.0,1422128,RCB v KKR,RCB,KKR,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,MJ Dagar,Mayank Dagar,2.5,0,23,1,8.11,6,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/942367.html
2024.0,1422128,RCB v KKR,RCB,KKR,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,V Vyshak,Vijaykumar Vyshak,4,0,23,1,5.75,6,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/777815.html
2024.0,1422128,RCB v KKR,RCB,KKR,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,C Green,Cameron Green,1,0,7,0,7.00,2,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1076713.html
2024.0,1422129,LSG v PBKS,LSG,PBKS,PBKS,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,SM Curran,Sam Curran,4,0,28,3,7.00,10,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/662973.html
2024.0,1422129,LSG v PBKS,LSG,PBKS,PBKS,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,Arshdeep Singh,Arshdeep Singh,3,0,30,2,10.00,5,3,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2024.0,1422129,LSG v PBKS,LSG,PBKS,PBKS,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,K Rabada,Kagiso Rabada,4,0,38,1,9.50,10,4,2,0,0,False,https://www.espncricinfo.com/ci/content/player/550215.html
2024.0,1422129,LSG v PBKS,LSG,PBKS,PBKS,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,RD Chahar,Rahul Chahar,3,0,42,1,14.00,1,1,4,0,0,False,https://www.espncricinfo.com/ci/content/player/1064812.html
2024.0,1422129,LSG v PBKS,LSG,PBKS,PBKS,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,Harpreet Brar,Harpreet Brar,2,0,14,0,7.00,4,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1168641.html
2024.0,1422129,LSG v PBKS,LSG,PBKS,PBKS,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,1,HV Patel,Harshal Patel,4,0,45,0,11.25,6,5,1,4,0,False,https://www.espncricinfo.com/ci/content/player/390481.html
2024.0,1422129,LSG v PBKS,LSG,PBKS,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,M Siddharth,Manimaran Siddharth,2,0,21,0,10.50,5,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1151286.html
2024.0,1422129,LSG v PBKS,LSG,PBKS,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Naveen-ul-Haq,Naveen-ul-Haq,4,0,43,0,10.75,5,4,2,1,0,False,https://www.espncricinfo.com/ci/content/player/793447.html
2024.0,1422129,LSG v PBKS,LSG,PBKS,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Mohsin Khan,Mohsin Khan,4,0,34,2,8.50,10,3,2,1,0,False,https://www.espncricinfo.com/ci/content/player/1132005.html
2024.0,1422129,LSG v PBKS,LSG,PBKS,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,KH Pandya,Krunal Pandya,3,0,26,0,8.66,5,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/471342.html
2024.0,1422129,LSG v PBKS,LSG,PBKS,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,Ravi Bishnoi,Ravi Bishnoi,3,0,25,0,8.33,7,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1175441.html
2024.0,1422129,LSG v PBKS,LSG,PBKS,LSG,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Lucknow,India,2,MP Yadav,Mayank Yadav,4,0,27,3,6.75,12,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1292563.html
2024.0,1422130,GT v SRH,GT,SRH,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,Azmatullah Omarzai,Azmatullah Omarzai,3,0,24,1,8.00,9,4,0,1,0,False,https://www.espncricinfo.com/ci/content/player/819429.html
2024.0,1422130,GT v SRH,GT,SRH,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,UT Yadav,Umesh Yadav,3,0,28,1,9.33,8,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/376116.html
2024.0,1422130,GT v SRH,GT,SRH,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,Rashid Khan,Rashid Khan,4,0,33,1,8.25,7,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/793463.html
2024.0,1422130,GT v SRH,GT,SRH,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,Noor Ahmad,Noor Ahmad,4,0,32,1,8.00,10,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1182529.html
2024.0,1422130,GT v SRH,GT,SRH,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,MM Sharma,Mohit Sharma,4,0,25,3,6.25,6,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/537119.html
2024.0,1422130,GT v SRH,GT,SRH,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,DG Nalkande,Darshan Nalkande,2,0,18,0,9.00,2,0,1,1,0,False,https://www.espncricinfo.com/ci/content/player/1111917.html
2024.0,1422130,GT v SRH,GT,SRH,SRH,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,B Kumar,Bhuvneshwar Kumar,4,0,27,0,6.75,9,3,0,1,0,False,https://www.espncricinfo.com/ci/content/player/326016.html
2024.0,1422130,GT v SRH,GT,SRH,SRH,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,Shahbaz Ahmed,Shahbaz Ahmed,2,0,20,1,10.00,2,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1159711.html
2024.0,1422130,GT v SRH,GT,SRH,SRH,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,JD Unadkat,Jaydev Unadkat,3.1,0,33,0,10.42,5,3,2,0,0,False,https://www.espncricinfo.com/ci/content/player/390484.html
2024.0,1422130,GT v SRH,GT,SRH,SRH,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,Washington Sundar,Washington Sundar,3,0,27,0,9.00,1,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/719715.html
2024.0,1422130,GT v SRH,GT,SRH,SRH,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,M Markande,Mayank Markande,3,0,33,1,11.00,4,2,2,2,0,False,https://www.espncricinfo.com/ci/content/player/1081442.html
2024.0,1422130,GT v SRH,GT,SRH,SRH,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,PJ Cummins,Pat Cummins,4,0,28,1,7.00,7,3,0,1,0,True,https://www.espncricinfo.com/ci/content/player/489889.html
2024.0,1422131,DC v CSK,DC,CSK,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,1,DL Chahar,Deepak Chahar,4,0,42,0,10.50,9,3,3,0,0,False,https://www.espncricinfo.com/ci/content/player/447261.html
2024.0,1422131,DC v CSK,DC,CSK,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,1,TU Deshpande,Tushar Deshpande,4,0,24,0,6.00,12,3,0,2,0,False,https://www.espncricinfo.com/ci/content/player/822553.html
2024.0,1422131,DC v CSK,DC,CSK,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,1,Mustafizur Rahman,Mustafizur Rahman,4,0,47,1,11.75,5,6,1,1,2,False,https://www.espncricinfo.com/ci/content/player/330902.html
2024.0,1422131,DC v CSK,DC,CSK,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,1,RA Jadeja,Ravindra Jadeja,4,0,43,1,10.75,5,1,4,0,0,False,https://www.espncricinfo.com/ci/content/player/234675.html
2024.0,1422131,DC v CSK,DC,CSK,CSK,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,1,M Pathirana,Matheesha Pathirana,4,0,31,3,7.75,10,3,1,2,0,False,https://www.espncricinfo.com/ci/content/player/1194795.html
2024.0,1422131,DC v CSK,DC,CSK,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,2,KK Ahmed,Khaleel Ahmed,4,1,21,2,5.25,15,1,1,4,0,False,https://www.espncricinfo.com/ci/content/player/942645.html
2024.0,1422131,DC v CSK,DC,CSK,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,2,I Sharma,Ishant Sharma,3,0,23,0,7.66,7,3,0,1,1,False,https://www.espncricinfo.com/ci/content/player/236779.html
2024.0,1422131,DC v CSK,DC,CSK,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,2,A Nortje,Anrich Nortje,4,0,43,0,10.75,7,3,3,1,0,False,https://www.espncricinfo.com/ci/content/player/481979.html
2024.0,1422131,DC v CSK,DC,CSK,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,2,AR Patel,Axar Patel,3,0,20,1,6.66,5,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/554691.html
2024.0,1422131,DC v CSK,DC,CSK,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,2,Rasikh Salam,Rasikh Salam,2,0,25,0,12.50,2,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1161489.html
2024.0,1422131,DC v CSK,DC,CSK,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,2,MR Marsh,Mitchell Marsh,1,0,14,0,14.00,0,2,0,1,0,False,https://www.espncricinfo.com/ci/content/player/272450.html
2024.0,1422131,DC v CSK,DC,CSK,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,2,Mukesh Kumar,Mukesh Kumar,3,0,21,3,7.00,8,3,0,1,0,False,https://www.espncricinfo.com/ci/content/player/926851.html
2024.0,1422132,MI v RR,MI,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,TA Boult,Trent Boult,4,0,22,3,5.50,14,1,1,1,0,False,https://www.espncricinfo.com/ci/content/player/277912.html
2024.0,1422132,MI v RR,MI,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,N Burger,Nandre Burger,4,0,32,2,8.00,15,5,1,1,0,False,https://www.espncricinfo.com/ci/content/player/971349.html
2024.0,1422132,MI v RR,MI,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,Avesh Khan,Avesh Khan,4,0,30,1,7.50,10,2,1,1,0,False,https://www.espncricinfo.com/ci/content/player/694211.html
2024.0,1422132,MI v RR,MI,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,YS Chahal,Yuzvendra Chahal,4,0,11,3,2.75,16,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/430246.html
2024.0,1422132,MI v RR,MI,RR,RR,"Wankhede Stadium, Mumbai",Mumbai,India,1,R Ashwin,Ravichandran Ashwin,4,0,27,0,6.75,6,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/26421.html
2024.0,1422132,MI v RR,MI,RR,MI,"Wankhede Stadium, Mumbai",Mumbai,India,2,KT Maphaka,Kwena Maphaka,2,0,23,1,11.50,5,5,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1294342.html
2024.0,1422132,MI v RR,MI,RR,MI,"Wankhede Stadium, Mumbai",Mumbai,India,2,JJ Bumrah,Jasprit Bumrah,4,0,26,0,6.50,16,3,0,5,0,False,https://www.espncricinfo.com/ci/content/player/625383.html
2024.0,1422132,MI v RR,MI,RR,MI,"Wankhede Stadium, Mumbai",Mumbai,India,2,A Madhwal,Akash Madhwal,4,0,20,3,5.00,9,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1206039.html
2024.0,1422132,MI v RR,MI,RR,MI,"Wankhede Stadium, Mumbai",Mumbai,India,2,G Coetzee,Gerald Coetzee,2.3,0,36,0,14.40,5,5,2,0,0,False,https://www.espncricinfo.com/ci/content/player/596010.html
2024.0,1422132,MI v RR,MI,RR,MI,"Wankhede Stadium, Mumbai",Mumbai,India,2,PP Chawla,Piyush Chawla,3,0,18,0,6.00,6,0,1,0,0,False,https://www.espncricinfo.com/ci/content/player/32966.html
2024.0,1422133,RCB v LSG,RCB,LSG,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,RJW Topley,Reece Topley,4,0,39,1,9.75,11,3,3,1,0,False,https://www.espncricinfo.com/ci/content/player/461632.html
2024.0,1422133,RCB v LSG,RCB,LSG,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,Yash Dayal,Yash Dayal,4,0,24,1,6.00,12,2,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1159720.html
2024.0,1422133,RCB v LSG,RCB,LSG,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,Mohammed Siraj,Mohammed Siraj,4,0,47,1,11.75,11,2,5,3,0,False,https://www.espncricinfo.com/ci/content/player/940973.html
2024.0,1422133,RCB v LSG,RCB,LSG,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,GJ Maxwell,Glenn Maxwell,4,0,23,2,5.75,12,0,2,1,0,False,https://www.espncricinfo.com/ci/content/player/325026.html
2024.0,1422133,RCB v LSG,RCB,LSG,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,MJ Dagar,Mayank Dagar,2,0,23,0,11.50,2,1,1,1,0,False,https://www.espncricinfo.com/ci/content/player/942367.html
2024.0,1422133,RCB v LSG,RCB,LSG,RCB,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,1,C Green,Cameron Green,2,0,25,0,12.50,3,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/1076713.html
2024.0,1422133,RCB v LSG,RCB,LSG,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,M Siddharth,Manimaran Siddharth,3,0,21,1,7.00,7,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1151286.html
2024.0,1422133,RCB v LSG,RCB,LSG,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,KH Pandya,Krunal Pandya,1,0,10,0,10.00,0,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/471342.html
2024.0,1422133,RCB v LSG,RCB,LSG,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,Naveen-ul-Haq,Naveen-ul-Haq,3.4,0,25,2,6.81,14,2,2,1,0,False,https://www.espncricinfo.com/ci/content/player/793447.html
2024.0,1422133,RCB v LSG,RCB,LSG,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,MP Yadav,Mayank Yadav,4,0,14,3,3.50,17,2,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1292563.html
2024.0,1422133,RCB v LSG,RCB,LSG,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,Ravi Bishnoi,Ravi Bishnoi,3,0,33,0,11.00,6,1,3,2,0,False,https://www.espncricinfo.com/ci/content/player/1175441.html
2024.0,1422133,RCB v LSG,RCB,LSG,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,Yash Thakur,Yash Thakur,4,0,38,1,9.50,7,2,3,0,0,False,https://www.espncricinfo.com/ci/content/player/1070196.html
2024.0,1422133,RCB v LSG,RCB,LSG,LSG,"M.Chinnaswamy Stadium, Bengaluru",Bengaluru,India,2,MP Stoinis,Marcus Stoinis,1,0,9,1,9.00,3,0,0,1,0,False,https://www.espncricinfo.com/ci/content/player/325012.html
2024.0,1422134,DC v KKR,DC,KKR,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,1,KK Ahmed,Khaleel Ahmed,4,0,43,1,10.75,12,3,2,6,1,False,https://www.espncricinfo.com/ci/content/player/942645.html
2024.0,1422134,DC v KKR,DC,KKR,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,1,I Sharma,Ishant Sharma,3,0,43,2,14.33,6,5,3,0,0,False,https://www.espncricinfo.com/ci/content/player/236779.html
2024.0,1422134,DC v KKR,DC,KKR,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,1,A Nortje,Anrich Nortje,4,0,59,3,14.75,6,5,4,2,0,False,https://www.espncricinfo.com/ci/content/player/481979.html
2024.0,1422134,DC v KKR,DC,KKR,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,1,Rasikh Salam,Rasikh Salam,3,0,47,0,15.66,5,4,4,1,0,False,https://www.espncricinfo.com/ci/content/player/1161489.html
2024.0,1422134,DC v KKR,DC,KKR,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,1,Sumit Kumar,Sumit Kumar,2,0,19,0,9.50,2,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1159734.html
2024.0,1422134,DC v KKR,DC,KKR,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,1,AR Patel,Axar Patel,1,0,18,0,18.00,1,1,2,0,0,False,https://www.espncricinfo.com/ci/content/player/554691.html
2024.0,1422134,DC v KKR,DC,KKR,DC,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,1,MR Marsh,Mitchell Marsh,3,0,37,1,12.33,4,3,2,4,0,False,https://www.espncricinfo.com/ci/content/player/272450.html
2024.0,1422134,DC v KKR,DC,KKR,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,2,MA Starc,Mitchell Starc,3,0,25,2,8.33,10,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/311592.html
2024.0,1422134,DC v KKR,DC,KKR,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,2,VG Arora,Vaibhav Arora,4,0,27,3,6.75,13,4,0,3,0,False,https://www.espncricinfo.com/ci/content/player/1209292.html
2024.0,1422134,DC v KKR,DC,KKR,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,2,AD Russell,Andre Russell,1.2,0,14,1,10.50,4,0,2,0,0,False,https://www.espncricinfo.com/ci/content/player/276298.html
2024.0,1422134,DC v KKR,DC,KKR,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,2,SP Narine,Sunil Narine,4,0,29,1,7.25,12,0,3,0,0,False,https://www.espncricinfo.com/ci/content/player/230558.html
2024.0,1422134,DC v KKR,DC,KKR,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,2,CV Varun,Varun Chakravarthy,4,0,33,3,8.25,10,2,2,2,1,False,https://www.espncricinfo.com/ci/content/player/1108375.html
2024.0,1422134,DC v KKR,DC,KKR,KKR,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",Visakhapatnam,India,2,VR Iyer,Venkatesh Iyer,1,0,28,0,28.00,0,4,2,0,0,False,https://www.espncricinfo.com/ci/content/player/851403.html
2024.0,1422135,GT v PBKS,GT,PBKS,PBKS,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,Harpreet Brar,Harpreet Brar,4,0,33,1,8.25,10,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1168641.html
2024.0,1422135,GT v PBKS,GT,PBKS,PBKS,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,Arshdeep Singh,Arshdeep Singh,4,0,33,0,8.25,6,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1125976.html
2024.0,1422135,GT v PBKS,GT,PBKS,PBKS,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,K Rabada,Kagiso Rabada,4,0,44,2,11.00,6,5,2,1,0,False,https://www.espncricinfo.com/ci/content/player/550215.html
2024.0,1422135,GT v PBKS,GT,PBKS,PBKS,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,SM Curran,Sam Curran,2,0,18,0,9.00,4,3,0,0,0,False,https://www.espncricinfo.com/ci/content/player/662973.html
2024.0,1422135,GT v PBKS,GT,PBKS,PBKS,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,HV Patel,Harshal Patel,4,0,44,1,11.00,3,2,2,3,0,False,https://www.espncricinfo.com/ci/content/player/390481.html
2024.0,1422135,GT v PBKS,GT,PBKS,PBKS,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,1,Sikandar Raza,Sikandar Raza,2,0,22,0,11.00,2,4,0,0,0,False,https://www.espncricinfo.com/ci/content/player/299572.html
2024.0,1422135,GT v PBKS,GT,PBKS,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,Azmatullah Omarzai,Azmatullah Omarzai,4,0,41,1,10.25,6,7,0,1,0,False,https://www.espncricinfo.com/ci/content/player/819429.html
2024.0,1422135,GT v PBKS,GT,PBKS,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,UT Yadav,Umesh Yadav,3,0,35,1,11.66,6,4,2,0,0,False,https://www.espncricinfo.com/ci/content/player/376116.html
2024.0,1422135,GT v PBKS,GT,PBKS,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,Rashid Khan,Rashid Khan,4,0,40,1,10.00,8,2,3,0,0,False,https://www.espncricinfo.com/ci/content/player/793463.html
2024.0,1422135,GT v PBKS,GT,PBKS,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,Noor Ahmad,Noor Ahmad,4,0,32,2,8.00,10,2,1,2,0,False,https://www.espncricinfo.com/ci/content/player/1182529.html
2024.0,1422135,GT v PBKS,GT,PBKS,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,MM Sharma,Mohit Sharma,4,0,38,1,9.50,6,2,2,0,0,False,https://www.espncricinfo.com/ci/content/player/537119.html
2024.0,1422135,GT v PBKS,GT,PBKS,GT,"Narendra Modi Stadium, Motera, Ahmedabad",Ahmedabad,India,2,DG Nalkande,Darshan Nalkande,0.5,0,6,1,7.20,3,1,0,1,0,False,https://www.espncricinfo.com/ci/content/player/1111917.html
2024.0,1422136,SRH v CSK,SRH,CSK,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,Abhishek Sharma,Abhishek Sharma,1,0,7,0,7.00,2,1,0,0,0,False,https://www.espncricinfo.com/ci/content/player/1070183.html
2024.0,1422136,SRH v CSK,SRH,CSK,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,B Kumar,Bhuvneshwar Kumar,4,0,28,1,7.00,11,3,1,0,0,False,https://www.espncricinfo.com/ci/content/player/326016.html
2024.0,1422136,SRH v CSK,SRH,CSK,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,T Natarajan,T Natarajan,4,0,39,1,9.75,6,3,2,0,0,False,https://www.espncricinfo.com/ci/content/player/802575.html
2024.0,1422136,SRH v CSK,SRH,CSK,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,PJ Cummins,Pat Cummins,4,0,29,1,7.25,9,2,1,0,0,True,https://www.espncricinfo.com/ci/content/player/489889.html
2024.0,1422136,SRH v CSK,SRH,CSK,SRH,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Hyderabad,India,1,M Markande,Mayank Markande,2,0,21,0,10.50,0,1,1,0,0,False,https://www.espncricinfo.com/ci/content/player/1081442.html
